Pos_TX	Vel_TX	Acc_TX	Pos_TY	Vel_TY	Acc_TY	Pos_TZ	Vel_TZ	Acc_TZ
-1.179133752753679820e+00	-3.945677355926983237e-02	7.765093112181931101e-02	-1.717260586821696411e-01	9.748318011747846012e-02	9.424558821351347593e-02	1.035345941263130953e+00	1.732434290936998578e-01	3.094430253203835912e-01
-1.107232210558469321e+00	2.744902367076391958e-02	1.943409414966148496e-01	-8.992788973232063165e-02	1.843622613497259422e-01	1.900009014735320745e-01	6.093791717379650752e-01	-2.141261955207830747e-01	-3.609730392232587404e-01
-1.483135283785218528e+00	-3.043726662818604378e-01	-3.808882830022284338e-01	-2.887839593586075115e-01	-3.297831658998987003e-02	-5.281225024675485075e-02	8.903036953508948192e-01	4.142810243092585193e-02	8.221463936699213715e-02
-1.506683149718790471e+00	-3.223912858014285066e-01	-4.117864906773170408e-01	-1.335458226790398051e-02	2.634918598104333265e-01	2.765111938670737346e-01	1.102891801420177176e+00	2.348425266732648287e-01	4.177073082197026999e-01
-1.133298318831588825e+00	1.308667787903876334e-02	1.705381230214386146e-01	-6.694457516611002079e-02	2.034632277460236560e-01	2.124017496397437033e-01	8.008979808135686662e-01	-3.973017862264270617e-02	-5.742416594733822099e-02
-1.226941174603032758e+00	-6.728978127504885165e-02	3.119727599470843715e-02	-5.773117882511742405e-01	-3.511563237341090438e-01	-3.962398455256883611e-01	7.422391782493686918e-01	-9.297783832081581157e-02	-1.489555697819776314e-01
-1.108250984796713912e+00	4.144649884294658582e-02	2.201079121766026936e-01	-5.392796717852070820e-01	-3.108121112739956615e-01	-3.381239846108847202e-01	7.929868066996759168e-01	-4.669227507076611355e-02	-6.817660465650615675e-02
-1.362120074987151153e+00	-1.815375418696114074e-01	-1.664182899685734685e-01	2.316143523818214867e-02	2.985049254827248366e-01	3.517771681533105044e-01	8.927517270746814226e-01	4.419369345011763678e-02	8.999237504471432891e-02
-1.228725870654313157e+00	-5.962415058527494732e-02	4.547860068435073677e-02	-4.619812929040149063e-01	-2.267406365099426946e-01	-2.261006129161369227e-01	8.235330107615216333e-01	-1.857386617417378788e-02	-1.794641461238941083e-02
-1.307990219626388173e+00	-1.270393324096406318e-01	-7.130462395485938354e-02	-3.077504362478427069e-01	-5.880907885621419751e-02	-3.244776859241928213e-02	7.261122757997472421e-01	-1.069483393469501942e-01	-1.702262372711375871e-01
-1.202518151670891822e+00	-2.991038295749096770e-02	9.730579426139597532e-02	-4.488992679961976151e-01	-2.107812660789324943e-01	-2.011276451135077248e-01	8.957550348618079639e-01	4.759681915606664426e-02	9.815376727839617010e-02
-1.312400753186674596e+00	-1.245175634719501156e-01	-6.696417843826732441e-02	-3.345060338421267931e-01	-8.582783509334998562e-02	-6.004319892994142149e-02	1.071869072528991662e+00	2.080546424653605397e-01	3.767100543153785175e-01
-1.249204372352663350e+00	-6.497263795724658730e-02	3.599815267546088715e-02	-2.907026389818717083e-01	-3.711863677987386340e-02	-1.366986240151021187e-03	8.903163945607294183e-01	4.325412855606205337e-02	9.175206676809910533e-02
-1.594746626024646119e+00	-3.693762911262065685e-01	-4.924703935389156406e-01	-3.967673099206924237e-01	-1.507190501159982876e-01	-1.273210957801294840e-01	7.907684287126092171e-01	-4.694436152031956910e-02	-6.400614870167001258e-02
-1.204708443943987906e+00	-1.872919563333007298e-02	1.153591016253030926e-01	-1.907510219949670460e-01	7.379625996299117585e-02	1.213960695819533558e-01	8.151946836773820149e-01	-2.436417516555479390e-02	-2.445992107628457146e-02
-1.220920586442940659e+00	-2.982495232835533083e-02	9.535032892863490317e-02	1.320949179487479475e-02	2.961195200071237155e-01	3.714451948672329307e-01	8.834732666858678973e-01	3.811461275459217257e-02	8.412587329355038224e-02
-1.250381054253067337e+00	-5.270379891374920439e-02	5.478268115752427114e-02	-2.256896477428265713e-01	3.874399572966597677e-02	8.771287863331647672e-02	6.362644363535754355e-01	-1.863079256119016258e-01	-3.042812767588360945e-01
